datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),mean_sea_level_pressure (Pa)
2023-04-13 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.17,3.07,3.14,100573.38
2023-04-13 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.45,2.73,2.93,100586.67
2023-04-13 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.56,2.04,3.49,100655.51
2023-04-13 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.32,1.40,3.08,100660.79
2023-04-13 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.01,0.92,2.69,100626.44
2023-04-13 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.14,1.57,2.61,100650.55
2023-04-13 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.13,2.17,2.24,100648.33
2023-04-13 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.15,2.01,1.88,100634.06
2023-04-13 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.79,2.28,1.28,100679.00
2023-04-13 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.15,2.67,0.97,100684.37
2023-04-13 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.18,3.10,1.81,100726.82
2023-04-13 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.58,2.65,1.91,100799.91
2023-04-13 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.61,2.31,1.78,100839.33
2023-04-13 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.33,2.59,1.80,100815.44
2023-04-13 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.91,2.08,1.73,100808.35
2023-04-13 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.83,2.05,0.87,100799.26
2023-04-14 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.84,2.28,1.28,100783.84
2023-04-14 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.07,2.28,1.46,100805.42
2023-04-14 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.42,2.34,1.39,100842.01
2023-04-14 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.10,2.59,1.18,100849.62
2023-04-14 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.96,2.88,1.52,100827.44
2023-04-14 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.13,3.35,0.75,100816.35
2023-04-14 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.51,3.79,1.46,100831.98
2023-04-14 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.83,4.23,1.93,100825.57
2023-04-14 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.24,4.57,2.90,100796.97
2023-04-14 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.35,4.42,4.05,100787.75
2023-04-14 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.15,4.49,4.98,100767.35
2023-04-14 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.72,4.89,5.31,100736.94
2023-04-14 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.08,5.07,5.48,100694.53
2023-04-14 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.21,5.56,4.71,100699.87
2023-04-14 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.31,5.60,4.95,100668.13
2023-04-14 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.41,5.52,4.83,100678.99
2023-04-14 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.39,5.88,3.55,100692.72
2023-04-14 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.32,5.96,3.30,100683.06
2023-04-14 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.17,6.06,3.51,100674.08
2023-04-14 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.12,6.02,3.60,100665.41
2023-04-14 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.09,5.98,3.77,100647.65
2023-04-14 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.02,5.94,3.78,100606.92
2023-04-14 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.89,5.59,3.47,100587.86
2023-04-14 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.82,5.54,3.44,100571.30
2023-04-15 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.71,5.51,3.17,100549.68
2023-04-15 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.60,5.36,2.95,100492.49
2023-04-15 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.44,5.17,2.74,100467.29
2023-04-15 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.36,5.10,2.71,100462.00
2023-04-15 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.36,5.09,2.62,100450.83
2023-04-15 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.47,4.97,2.18,100459.02
2023-04-15 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.78,5.24,2.05,100464.00
2023-04-15 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.10,5.51,2.18,100508.54
2023-04-15 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.30,5.81,1.96,100537.29
2023-04-15 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.98,5.58,1.59,100588.30
2023-04-15 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.52,5.51,2.20,100677.04
2023-04-15 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.77,5.77,2.16,100740.68
2023-04-15 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.10,5.86,1.69,100791.53
2023-04-15 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.83,6.00,1.39,100822.91
2023-04-15 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.45,5.86,1.36,100878.55
2023-04-15 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.21,5.29,1.17,100957.32
2023-04-15 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.00,5.20,1.02,100994.89
2023-04-15 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.87,5.56,0.38,101051.75
2023-04-15 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.55,5.66,1.19,101120.53
2023-04-15 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.54,5.29,1.39,101210.59
2023-04-15 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.70,4.75,1.71,101256.40
2023-04-15 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.39,4.74,1.59,101329.55
2023-04-15 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.74,4.57,1.06,101383.93
2023-04-15 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.59,3.80,1.01,101441.33
2023-04-16 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.14,3.56,0.95,101474.40
2023-04-16 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.86,3.32,0.94,101493.62
2023-04-16 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.02,2.49,1.02,101501.62
2023-04-16 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.13,2.57,0.83,101539.62
2023-04-16 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.09,2.74,0.90,101586.65
2023-04-16 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.16,2.65,1.27,101630.77
2023-04-16 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.51,3.94,1.13,101665.05
2023-04-16 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.42,5.57,0.76,101705.05
2023-04-16 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.13,6.15,0.79,101737.07
2023-04-16 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.50,5.93,0.84,101773.33
2023-04-16 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.49,5.01,0.48,101779.99
2023-04-16 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.02,4.54,1.20,101796.34
2023-04-16 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.54,4.44,1.72,101813.54
2023-04-16 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.08,4.66,2.37,101844.54
2023-04-16 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.53,5.40,3.00,101868.54
2023-04-16 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.55,6.33,3.20,101902.72
2023-04-16 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.94,6.88,2.88,101943.50
2023-04-16 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.44,7.15,2.12,101986.07
2023-04-16 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.91,7.54,1.88,102033.83
2023-04-16 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.69,7.75,1.82,102099.21
2023-04-16 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.53,7.88,1.80,102109.96
2023-04-16 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.53,8.12,2.18,102132.99
2023-04-16 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.24,7.83,1.64,102118.03
2023-04-16 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.11,7.74,1.63,102117.30
2023-04-17 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.72,7.38,2.00,102130.87
2023-04-17 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.49,7.15,2.32,102119.88
2023-04-17 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.18,6.83,2.34,102127.91
2023-04-17 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.80,6.46,2.39,102136.49
2023-04-17 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.69,6.29,2.30,102163.18
2023-04-17 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.70,6.30,2.44,102184.36
2023-04-17 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.06,6.64,2.99,102226.71
2023-04-17 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.25,6.83,3.61,102289.16
2023-04-17 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.30,6.90,3.83,102329.97
2023-04-17 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.28,7.00,3.82,102401.61
2023-04-17 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.98,6.27,3.41,102413.66
2023-04-17 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.95,5.75,3.78,102429.00
2023-04-17 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.00,5.23,4.43,102443.20
2023-04-17 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.79,5.46,4.26,102490.75
2023-04-17 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.13,5.42,3.86,102499.42
2023-04-17 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.15,5.35,3.56,102493.02
2023-04-17 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.92,5.14,3.13,102486.88
2023-04-17 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.59,4.94,2.68,102517.46
2023-04-17 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.12,4.93,2.79,102529.00
2023-04-17 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.87,4.87,3.15,102554.25
2023-04-17 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.75,4.75,2.70,102533.25
2023-04-17 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.62,4.79,2.45,102525.97
2023-04-17 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.49,5.29,1.88,102561.42
2023-04-17 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.56,5.43,2.06,102578.12
2023-04-18 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.76,5.61,2.16,102573.03
2023-04-18 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.85,5.65,2.25,102542.71
2023-04-18 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.73,5.49,2.62,102518.52
2023-04-18 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.46,5.10,3.28,102556.36
2023-04-18 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.29,4.82,3.36,102567.99
2023-04-18 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.17,4.67,3.15,102595.41
2023-04-18 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.27,4.72,3.25,102617.85
2023-04-18 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.51,4.45,3.40,102633.86
2023-04-18 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.10,4.94,3.45,102648.78
2023-04-18 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.63,5.39,3.62,102649.83
2023-04-18 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.02,5.32,3.57,102649.37
2023-04-18 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.77,5.83,3.65,102679.80
2023-04-18 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.98,6.21,3.90,102665.60
2023-04-18 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.53,6.58,4.10,102677.78
2023-04-18 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.61,6.82,4.73,102644.10
2023-04-18 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.80,7.12,3.66,102639.23
2023-04-18 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.06,7.26,2.89,102619.46
2023-04-18 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.04,7.15,1.63,102629.39
2023-04-18 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.88,7.06,1.21,102624.81
2023-04-18 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.70,6.96,1.51,102634.49
2023-04-18 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.61,6.72,2.04,102622.16
2023-04-18 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.67,6.62,2.65,102619.90
2023-04-18 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.52,6.73,1.94,102593.86
2023-04-18 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.37,6.53,2.00,102557.25
2023-04-19 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.12,6.40,2.54,102503.46
2023-04-19 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.87,6.24,3.00,102479.30
2023-04-19 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.52,6.02,3.45,102428.95
2023-04-19 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.85,5.36,4.62,102411.80
2023-04-19 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.88,4.23,4.11,102410.97
2023-04-19 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.87,2.80,3.60,102414.90
2023-04-19 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.15,0.69,3.62,102412.88
2023-04-19 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.54,0.08,3.97,102402.37
2023-04-19 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.63,0.02,4.97,102353.82
2023-04-19 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.90,-0.74,5.21,102298.78
2023-04-19 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.71,0.17,4.93,102246.08
2023-04-19 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.06,0.22,5.24,102217.82
2023-04-19 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.29,1.31,5.25,102135.16
2023-04-19 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.48,2.61,5.09,102089.14
2023-04-19 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.30,2.88,4.27,102036.03
2023-04-19 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.85,2.41,3.57,101964.74
2023-04-19 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.70,2.81,3.84,102049.30
2023-04-19 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.91,3.30,3.09,102057.85
2023-04-19 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.36,3.38,1.70,102041.97
2023-04-19 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.97,3.27,1.34,102049.72
2023-04-19 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.99,3.35,1.13,102050.87
2023-04-19 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.96,3.21,1.19,102058.64
2023-04-19 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.49,3.14,0.99,102060.71
2023-04-19 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.34,3.00,1.44,102073.74
2023-04-20 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.15,2.62,1.86,102066.61
2023-04-20 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.95,2.34,1.49,102029.80
2023-04-20 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.44,1.81,1.65,101990.09
2023-04-20 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.16,1.68,2.05,102020.27
2023-04-20 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.04,1.53,1.87,102038.81
2023-04-20 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.92,1.11,2.03,102051.75
2023-04-20 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.48,1.20,2.81,102077.16
2023-04-20 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.44,2.05,2.45,102072.98
2023-04-20 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.01,2.35,3.00,102078.41
2023-04-20 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.81,2.21,3.02,102084.81
2023-04-20 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.03,3.60,3.93,102051.97
2023-04-20 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.38,4.05,4.52,102005.25
2023-04-20 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.42,4.94,4.84,101964.69
2023-04-20 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.92,5.60,4.76,101899.21
2023-04-20 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.49,6.15,4.24,101838.38
2023-04-20 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.29,6.62,4.00,101795.63
2023-04-20 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.80,6.73,4.08,101742.14
2023-04-20 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.79,6.70,4.33,101739.75
2023-04-20 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.00,6.74,4.34,101759.29
2023-04-20 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.92,6.57,4.72,101813.84
2023-04-20 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.10,6.35,4.73,101817.22
2023-04-20 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.77,6.22,4.36,101828.66
2023-04-20 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.29,5.68,3.85,101856.36
2023-04-20 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.68,5.55,3.35,101852.55
2023-04-21 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.26,5.38,3.15,101830.74
2023-04-21 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.81,5.14,3.16,101800.78
2023-04-21 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.62,4.92,3.30,101771.59
2023-04-21 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.17,4.51,3.14,101758.32
2023-04-21 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.18,4.33,2.83,101764.93
2023-04-21 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.71,4.32,2.85,101770.93
2023-04-21 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.12,5.17,3.23,101791.36
2023-04-21 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.86,5.82,3.29,101775.05
2023-04-21 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.30,5.78,3.79,101722.64
2023-04-21 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.09,5.51,4.18,101701.60
2023-04-21 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.37,4.44,4.57,101633.71
2023-04-21 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.37,3.25,5.24,101586.01
2023-04-21 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.65,2.80,5.23,101554.34
2023-04-21 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.90,2.98,4.99,101535.86
2023-04-21 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.20,2.97,4.79,101497.14
2023-04-21 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.77,4.12,4.68,101440.68
2023-04-21 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.28,4.92,3.99,101399.36
2023-04-21 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.22,5.13,3.35,101379.51
2023-04-21 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.34,5.36,3.06,101372.77
2023-04-21 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.53,5.11,3.12,101408.47
2023-04-21 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.38,4.70,3.13,101405.76
2023-04-21 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.24,4.34,3.08,101440.69
2023-04-21 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.39,3.89,3.17,101455.09
2023-04-21 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.39,3.70,2.93,101472.15
2023-04-22 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.51,3.39,2.82,101454.97
2023-04-22 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.85,3.16,2.78,101438.31
2023-04-22 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.39,2.88,2.74,101415.38
2023-04-22 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.82,2.68,2.87,101376.76
2023-04-22 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.95,2.72,2.89,101367.20
2023-04-22 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.49,2.94,3.10,101362.71
2023-04-22 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.48,4.29,3.22,101378.85
2023-04-22 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.34,5.09,2.63,101404.67
2023-04-22 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.76,4.54,3.07,101374.34
2023-04-22 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.13,4.28,3.43,101360.27
2023-04-22 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.05,4.13,3.31,101298.41
2023-04-22 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.75,3.86,3.79,101237.73
2023-04-22 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.29,3.97,3.80,101199.66
2023-04-22 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.72,4.41,3.63,101158.45
2023-04-22 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.98,4.82,3.43,101104.21
2023-04-22 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.95,4.88,3.25,101062.83
2023-04-22 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.55,4.89,2.90,101013.10
2023-04-22 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.66,4.83,2.59,100962.75
2023-04-22 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.34,5.37,2.37,100973.30
2023-04-22 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.56,5.04,2.56,101006.93
2023-04-22 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.49,4.72,2.95,100984.88
2023-04-22 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.08,4.10,3.17,100961.48
2023-04-22 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.10,4.42,3.40,100934.01
2023-04-22 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.14,4.84,3.77,100910.01
2023-04-23 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.00,5.26,3.51,100864.65
2023-04-23 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.76,5.69,2.37,100858.62
2023-04-23 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.92,6.14,1.82,100864.17
2023-04-23 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.69,6.52,2.21,100863.13
2023-04-23 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.53,7.14,2.40,100846.30
2023-04-23 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.54,8.07,2.69,100866.67
2023-04-23 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.25,8.84,2.80,100868.69
2023-04-23 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.36,9.69,2.78,100895.52
2023-04-23 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.61,10.44,4.46,100892.87
2023-04-23 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.66,9.63,5.18,100903.59
2023-04-23 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.81,9.59,4.14,100964.58
2023-04-23 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.38,9.79,3.72,100904.59
2023-04-23 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.74,9.38,4.02,100909.67
2023-04-23 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.06,9.07,3.11,100888.41
2023-04-23 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.29,9.03,2.59,100812.05
2023-04-23 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.78,9.09,2.42,100752.56
2023-04-23 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.80,8.73,1.81,100703.12
2023-04-23 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.53,9.20,1.17,100650.58
2023-04-23 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.56,9.43,1.85,100635.29
2023-04-23 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.42,9.61,2.44,100642.56
