datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),mean_sea_level_pressure (Pa)
2023-01-11 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.14,3.69,5.10,101285.29
2023-01-11 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.19,4.19,5.05,101221.10
2023-01-11 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.35,4.60,4.79,101202.87
2023-01-11 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.42,5.08,4.73,101210.53
2023-01-11 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.23,5.57,4.60,101232.62
2023-01-11 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.45,6.23,4.58,101293.19
2023-01-11 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.66,6.43,4.32,101350.93
2023-01-11 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.36,5.96,4.10,101406.55
2023-01-11 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.92,5.23,4.62,101481.96
2023-01-11 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.37,4.24,4.63,101550.65
2023-01-11 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.13,4.13,3.86,101646.98
2023-01-11 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.81,3.54,3.48,101642.99
2023-01-12 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.32,2.91,3.74,101667.97
2023-01-12 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.06,2.49,4.19,101615.54
2023-01-12 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.95,2.07,4.77,101609.05
2023-01-12 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.18,1.98,5.58,101621.29
2023-01-12 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.28,1.89,5.73,101550.73
2023-01-12 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.70,2.01,5.73,101507.39
2023-01-12 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.12,2.16,5.76,101511.10
2023-01-12 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.91,2.20,5.66,101460.72
2023-01-12 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.46,2.50,5.79,101422.57
2023-01-12 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.44,2.80,6.21,101403.87
2023-01-12 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.18,2.94,6.31,101348.31
2023-01-12 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.33,2.95,6.63,101264.54
2023-01-12 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.17,3.36,6.89,101201.56
2023-01-12 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.00,3.73,6.81,101171.55
2023-01-12 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.88,4.04,6.70,101159.97
2023-01-12 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.85,4.29,6.70,101137.82
2023-01-12 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.01,4.44,6.64,101130.88
2023-01-12 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.16,4.66,6.58,101119.80
2023-01-12 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.37,4.83,6.55,101113.18
2023-01-12 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.49,5.03,6.43,101083.11
2023-01-12 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.46,5.23,6.37,101055.38
2023-01-12 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.41,5.36,6.22,101028.25
2023-01-12 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.52,5.07,5.15,101021.03
2023-01-12 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.59,5.06,5.21,100983.99
2023-01-13 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.72,4.93,5.30,100945.78
2023-01-13 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.68,4.86,5.48,100900.33
2023-01-13 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.74,4.83,5.65,100878.32
2023-01-13 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.81,4.93,5.60,100839.34
2023-01-13 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.85,5.08,5.46,100812.74
2023-01-13 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.88,5.28,5.51,100786.08
2023-01-13 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.85,5.51,5.48,100795.13
2023-01-13 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.83,5.61,5.43,100809.72
2023-01-13 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.75,5.55,5.55,100797.73
2023-01-13 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.73,5.37,5.54,100823.47
2023-01-13 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.78,4.79,4.54,100912.31
2023-01-13 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.83,4.63,5.03,100876.27
2023-01-13 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.81,4.70,5.23,100877.23
2023-01-13 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.28,4.60,4.70,100906.28
2023-01-13 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.71,3.56,4.31,100922.16
2023-01-13 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.91,2.87,4.39,100965.85
2023-01-13 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.26,2.37,4.60,101049.11
2023-01-13 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.32,2.25,5.05,101111.13
2023-01-13 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.10,2.08,5.43,101177.67
2023-01-13 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.03,1.95,5.75,101260.16
2023-01-13 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.11,1.72,5.69,101323.41
2023-01-13 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.29,2.02,5.62,101381.93
2023-01-13 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.14,1.99,5.46,101456.78
2023-01-13 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.08,2.32,5.12,101488.33
2023-01-14 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.99,2.28,4.94,101531.19
2023-01-14 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.76,2.00,5.09,101569.53
2023-01-14 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.74,1.74,5.38,101605.08
2023-01-14 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.91,1.61,5.59,101655.40
2023-01-14 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.04,1.49,5.49,101676.60
2023-01-14 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.02,1.44,5.26,101726.83
2023-01-14 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.80,1.41,5.13,101777.45
2023-01-14 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.43,1.31,4.63,101767.83
2023-01-14 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.26,1.21,4.12,101777.66
2023-01-14 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.84,1.37,4.10,101753.79
2023-01-14 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.92,1.17,3.98,101743.14
2023-01-14 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.35,0.97,4.89,101620.86
2023-01-14 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.75,0.76,5.58,101478.33
2023-01-14 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.80,0.67,5.85,101363.70
2023-01-14 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.59,0.92,5.64,101233.38
2023-01-14 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.99,1.78,6.12,101119.70
2023-01-14 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.95,2.11,6.65,101004.56
2023-01-14 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.91,2.53,7.25,100919.65
2023-01-14 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.77,3.06,7.54,100796.39
2023-01-14 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.41,3.41,7.59,100708.17
2023-01-14 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.22,3.57,7.59,100630.28
2023-01-14 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.28,3.95,7.49,100572.35
2023-01-14 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.28,4.36,6.81,100484.59
2023-01-14 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.00,4.93,6.94,100359.26
2023-01-15 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.72,5.31,6.90,100276.16
2023-01-15 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.35,5.49,6.63,100193.64
2023-01-15 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.70,5.86,6.38,100134.77
2023-01-15 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.94,6.40,6.34,100074.40
2023-01-15 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.99,6.64,5.92,99975.72
2023-01-15 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.79,6.32,5.58,99918.52
2023-01-15 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.62,6.10,4.66,99922.29
2023-01-15 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.31,6.33,3.09,99964.00
2023-01-15 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.75,6.22,3.54,100093.67
2023-01-15 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.10,4.81,4.11,100209.26
2023-01-15 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.57,2.30,3.28,100274.03
2023-01-15 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.70,2.22,4.20,100308.23
2023-01-15 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.00,2.05,4.01,100292.49
2023-01-15 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.63,1.80,5.39,100344.46
2023-01-15 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.57,1.33,6.05,100341.03
2023-01-15 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.11,0.45,6.21,100408.97
2023-01-15 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.56,-0.54,5.96,100476.79
2023-01-15 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.34,-0.95,6.15,100523.29
2023-01-15 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.19,-1.61,6.43,100553.13
2023-01-15 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.91,-1.85,6.54,100560.69
2023-01-15 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.84,-1.58,6.33,100564.52
2023-01-15 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.68,-1.36,6.05,100536.59
2023-01-15 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.56,-1.06,5.05,100541.30
2023-01-15 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.55,-0.89,4.84,100526.03
2023-01-16 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.61,-0.85,4.64,100445.36
2023-01-16 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.33,-1.01,4.12,100412.35
2023-01-16 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.80,-1.20,3.73,100376.12
2023-01-16 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.98,-1.37,3.59,100299.74
2023-01-16 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.59,-1.44,3.78,100222.38
2023-01-16 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.44,-1.54,4.29,100122.84
2023-01-16 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.27,-1.62,4.68,100087.65
2023-01-16 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.38,-1.68,4.66,99985.03
2023-01-16 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.63,-1.70,4.51,99903.82
2023-01-16 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.83,-1.43,4.23,99795.45
2023-01-16 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.34,-0.98,3.57,99659.13
2023-01-16 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.21,-1.04,3.85,99543.61
2023-01-16 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.63,-1.12,4.59,99363.75
2023-01-16 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.75,-1.09,5.16,99205.37
2023-01-16 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.45,-0.95,5.03,99101.81
2023-01-16 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.62,-0.97,5.19,99006.97
2023-01-16 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.10,-0.92,5.23,98954.58
2023-01-16 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.77,-1.23,5.58,98888.36
2023-01-16 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.61,-1.50,6.07,98815.37
2023-01-16 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.61,-1.32,6.30,98691.36
2023-01-16 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.39,-1.05,6.07,98616.20
2023-01-16 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.92,-0.94,5.61,98518.61
2023-01-16 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.65,-0.69,5.02,98499.28
2023-01-16 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.32,-0.85,4.97,98442.74
2023-01-17 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.37,-1.44,5.05,98403.44
2023-01-17 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.59,-2.03,5.33,98372.97
2023-01-17 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.79,-1.58,5.21,98387.06
2023-01-17 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.76,-0.54,5.23,98422.02
2023-01-17 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.93,-0.70,5.23,98478.91
2023-01-17 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.41,-1.23,5.51,98535.54
2023-01-17 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.33,-1.54,5.46,98629.87
2023-01-17 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.28,-1.88,5.57,98706.44
2023-01-17 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.25,-2.34,5.47,98759.87
2023-01-17 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.37,-2.61,5.44,98801.01
2023-01-17 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.70,-2.79,4.97,98853.20
2023-01-17 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.91,-2.82,4.66,98853.11
2023-01-17 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.95,-3.11,4.20,98854.79
2023-01-17 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.12,-3.49,3.60,98897.93
2023-01-17 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.12,-3.71,2.43,98952.48
2023-01-17 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.65,-3.32,1.63,98977.11
2023-01-17 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.95,-4.20,0.14,98964.22
2023-01-17 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,0.71,-4.41,0.90,98966.57
2023-01-17 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.61,-4.66,1.75,98999.66
2023-01-17 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.16,-4.75,1.67,99012.45
2023-01-17 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.68,-4.86,1.94,99046.17
2023-01-17 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.26,-4.61,1.82,99070.43
2023-01-17 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.08,-4.54,1.46,99083.39
2023-01-17 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.54,-4.35,1.72,99015.64
2023-01-18 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.15,-4.17,1.50,98993.28
2023-01-18 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.09,-3.94,1.78,99028.74
2023-01-18 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.19,-3.83,1.35,99026.29
2023-01-18 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.62,-3.65,1.55,99018.51
2023-01-18 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.78,-3.39,1.52,99041.28
2023-01-18 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.57,-2.80,2.01,99034.57
2023-01-18 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.53,-2.31,2.23,99071.89
2023-01-18 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.66,-1.94,1.98,99107.55
2023-01-18 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.69,-1.64,1.94,99185.71
2023-01-18 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.49,-1.31,2.33,99231.77
2023-01-18 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.75,-1.08,1.53,99287.61
2023-01-18 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.66,-1.06,1.54,99332.86
2023-01-18 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.60,-1.14,1.61,99361.63
2023-01-18 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.46,-1.04,1.76,99449.67
2023-01-18 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.46,-0.87,2.02,99532.78
2023-01-18 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.38,-0.60,1.99,99660.93
2023-01-18 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.20,-0.47,2.27,99755.72
2023-01-18 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.07,-0.34,2.86,99850.88
2023-01-18 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.12,-0.38,3.78,99962.61
2023-01-18 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.07,-0.49,3.91,100070.43
2023-01-18 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.31,-0.75,3.37,100175.15
2023-01-18 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.74,-1.17,2.67,100247.36
2023-01-18 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.97,-1.75,2.20,100349.09
2023-01-18 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.85,-2.81,1.95,100402.70
2023-01-19 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.56,-3.79,2.19,100449.78
2023-01-19 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-4.27,-5.69,2.15,100504.71
2023-01-19 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-6.94,-8.23,2.74,100562.07
2023-01-19 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-8.17,-9.52,3.26,100604.02
2023-01-19 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-7.98,-9.70,3.40,100570.89
2023-01-19 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-8.45,-10.35,3.89,100543.77
2023-01-19 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-8.72,-11.01,3.62,100592.44
2023-01-19 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-9.10,-11.80,3.47,100646.48
2023-01-19 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-8.00,-11.26,2.74,100713.55
2023-01-19 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-4.08,-8.01,3.28,100734.11
2023-01-19 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.38,-5.76,3.10,100793.43
2023-01-19 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.28,-4.82,3.04,100730.24
2023-01-19 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.63,-4.27,3.05,100751.89
2023-01-19 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.62,-4.03,2.78,100705.95
2023-01-19 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.54,-4.39,1.88,100709.67
2023-01-19 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.45,-5.19,2.18,100695.91
2023-01-19 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.61,-5.47,2.82,100731.34
2023-01-19 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-4.09,-6.70,2.82,100831.18
2023-01-19 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-4.38,-6.98,2.40,100837.73
2023-01-19 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-3.01,-5.79,2.44,100866.42
2023-01-19 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.35,-4.97,2.43,100929.05
2023-01-19 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.27,-3.79,2.01,100957.23
2023-01-19 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.00,-3.58,2.21,101010.18
2023-01-19 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.96,-3.16,1.95,101026.17
2023-01-20 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.84,-2.61,2.46,101046.93
2023-01-20 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.61,-2.11,1.72,101100.88
2023-01-20 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.44,-1.66,1.84,101175.37
2023-01-20 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.33,-1.43,1.52,101203.73
2023-01-20 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.27,-1.16,1.30,101259.83
2023-01-20 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.46,-1.12,1.20,101310.37
2023-01-20 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.70,-1.26,1.10,101392.25
2023-01-20 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.94,-1.47,1.37,101454.50
2023-01-20 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.05,-1.60,2.09,101521.63
2023-01-20 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.13,-1.87,1.80,101607.46
2023-01-20 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.49,-2.10,1.87,101656.92
2023-01-20 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.53,-1.94,2.05,101668.35
2023-01-20 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.23,-1.93,2.53,101708.80
2023-01-20 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.18,-1.61,2.67,101751.28
2023-01-20 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.24,-1.53,2.49,101795.38
2023-01-20 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.47,-1.83,2.23,101856.63
2023-01-20 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.88,-1.93,1.86,101954.64
2023-01-20 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.22,-2.05,1.47,102043.50
2023-01-20 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.55,-2.30,1.84,102082.02
2023-01-20 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.63,-2.37,2.14,102110.65
2023-01-20 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.91,-2.54,2.32,102186.51
2023-01-20 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.25,-2.86,2.57,102231.05
2023-01-20 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.12,-2.81,2.36,102257.58
2023-01-20 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.21,-3.55,2.99,102310.97
2023-01-21 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.37,-3.66,3.73,102336.20
2023-01-21 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.52,-3.92,3.89,102373.95
2023-01-21 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.48,-3.88,4.54,102421.66
2023-01-21 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.63,-3.94,4.58,102437.05
2023-01-21 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.68,-3.80,4.72,102475.00
2023-01-21 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.70,-3.95,4.56,102468.12
2023-01-21 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.69,-3.66,4.30,102496.07
2023-01-21 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.54,-3.44,4.36,102508.10
2023-01-21 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.36,-3.37,4.63,102517.36
2023-01-21 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-2.38,-3.28,5.25,102519.59
2023-01-21 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.75,-3.33,4.03,102514.80
2023-01-21 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-1.34,-3.03,4.61,102491.00
2023-01-21 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.95,-2.62,5.01,102448.70
2023-01-21 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.88,-2.17,6.23,102387.35
2023-01-21 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.74,-1.73,6.21,102339.20
2023-01-21 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.66,-1.44,6.40,102307.97
2023-01-21 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.84,-1.45,5.60,102302.76
2023-01-21 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.99,-1.36,5.15,102265.60
2023-01-21 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.85,-1.24,4.56,102272.86
2023-01-21 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,-0.80,-1.16,4.03,102286.26
